active_account,delinquent_account,ident_monitor_opt,Num_Bk_Accts,income,bk_accts_ssn,cells_ssn,dls_ssn,emails_ssn,hmphones_ssn,addrs_ssn,ssn_ssn,zips_ssn,empl_ssn_6Mo,pday_inq_15days,dti_score,days_from_registration,days_from_login,asset_score,alt_risk_score,seg_id,stability_score,max_bkaccts,auto_inq_1dy,auto_inq_7dy,auto_inq_72hr,cc_inq_72hr,cc_inq_10dy,pl_inq_72hr,pl_inq_90dy,alt_risk_score_2
1,0,0,2,90000,1,1,1,1,0,1,1,1,0,0,9002,2534,4,34,510,8,951,1,NaN,NaN,NaN,NaN,0,NaN,NaN,519
1,0,0,1,31200,1,2,1,1,2,1,1,1,0,0,9002,277,2,44,525,6,894,1,0,0,0,1,1,0,0,460
1,0,0,2,125000,2,1,3,1,1,2,1,1,2,1,1,2505,91,77,525,8,679,1,NaN,NaN,NaN,NaN,0,NaN,0,562
1,0,0,1,47988,1,1,1,1,1,1,1,1,2,0,16,3023,2,19,517,8,951,1,NaN,NaN,NaN,NaN,0,NaN,0,563
1,0,0,4,45000,1,1,1,1,1,1,1,2,1,0,9002,849,28,11,514,8,937,3,NaN,NaN,NaN,NaN,0,NaN,NaN,539
1,1,0,6,85999.92,2,2,2,3,2,4,1,2,1,1,21,2541,5,17,481,8,686,1,NaN,NaN,NaN,NaN,0,NaN,NaN,511
1,0,0,3,32000,0,0,0,1,0,1,1,1,0,0,30,3104,2,83,514,8,951,1,NaN,NaN,NaN,NaN,0,NaN,NaN,513
1,0,0,1,51800,0,0,0,0,0,1,1,1,0,0,17,4365,14,51,551,8,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,552
1,0,0,2,75000,1,1,1,1,1,1,1,1,0,0,9002,2442,1,28,515,8,951,1,NaN,NaN,NaN,NaN,0,NaN,NaN,544
1,0,0,2,40000,1,1,1,1,1,1,1,1,0,0,9002,792,21,12,512,8,897,1,NaN,NaN,NaN,NaN,0,NaN,NaN,557
1,0,0,NaN,37900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9002,88,19,20,526,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
1,0,0,NaN,33600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9002,242,6,56,529,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,40900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9002,896,3,56,532,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,40000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9002,32,1,2,489,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,34900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9002,273,32,16,526,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,1,80000,0,0,0,0,0,1,1,1,0,0,9002,3196,12,6,548,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,513
1,1,0,9,32000,5,4,1,2,4,1,1,1,2,0,0,4027,1,9,496,2,667,1,NaN,NaN,NaN,NaN,0,NaN,0,498
1,0,0,3,55000,0,1,0,1,0,1,1,1,0,0,9002,4068,201,32,510,1,937,1,NaN,NaN,NaN,NaN,0,NaN,NaN,543
1,0,0,1,40000,0,0,0,0,0,1,1,1,0,0,9002,2707,8,15,523,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,543
1,0,1,2,54000,2,1,1,1,1,2,1,2,1,0,28,1504,28,13,525,2,755,1,NaN,NaN,NaN,NaN,0,NaN,NaN,489
1,0,0,2,65800,1,2,1,3,1,1,1,1,3,0,5,2971,22,4,498,1,897,1,NaN,NaN,NaN,NaN,0,NaN,NaN,449
1,1,0,1,46500,0,0,1,1,1,2,1,2,0,0,9002,2641,1150,6,530,1,911,1,NaN,NaN,NaN,NaN,0,NaN,NaN,535
1,0,1,0,42100,0,0,0,0,0,1,1,1,0,0,14,2948,3,16,530,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,527
1,0,0,2,81000,2,1,1,1,1,1,1,1,0,1,14,4068,1,20,557,1,717,2,NaN,NaN,NaN,NaN,0,NaN,0,544
1,0,0,4,56100,2,2,2,3,3,2,1,2,2,2,14,3894,210,19,538,1,668,3,NaN,NaN,NaN,NaN,0,NaN,NaN,516
1,1,0,4,2900,2,1,2,2,2,1,1,1,1,0,9002,4254,313,7,500,1,859,1,NaN,NaN,NaN,NaN,0,NaN,0,518
1,1,0,6,52000,1,1,1,1,1,1,1,1,1,0,2,2064,24,5,495,1,911,1,NaN,NaN,NaN,NaN,0,NaN,NaN,525
1,1,0,0,60000,0,0,0,0,0,1,1,1,0,0,9002,3456,1,17,517,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,558
1,1,0,1,24731,0,0,0,0,0,1,1,1,0,0,4,3724,3,14,530,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,538
1,0,0,2,31998.96,1,1,1,1,1,2,1,2,0,0,9002,3587,2,17,516,1,897,1,NaN,NaN,NaN,NaN,0,NaN,NaN,534
1,0,1,2,37000,2,1,1,3,1,1,1,1,1,2,9002,1786,53,13,478,1,703,1,NaN,NaN,NaN,NaN,0,NaN,NaN,508
1,0,0,1,34560,0,0,0,0,0,1,1,1,0,0,9002,4494,2,16,521,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,534
1,0,1,0,45000,0,0,0,0,0,2,1,1,0,0,9002,2140,1,8,500,8,911,1,NaN,NaN,NaN,NaN,0,NaN,NaN,515
1,1,0,6,100000,0,0,0,0,0,1,1,1,0,0,12,3233,1,27,504,1,NaN,2,NaN,0,0,1,1,0,0,514
1,0,0,1,69999.96,0,0,0,0,0,1,1,1,0,0,9002,3330,2,22,530,1,NaN,1,0,0,NaN,NaN,2,NaN,0,514
1,0,0,1,17500,1,1,1,2,1,1,1,1,0,0,28,2379,5,37,543,1,802,1,NaN,NaN,NaN,NaN,0,NaN,NaN,525
1,0,1,NaN,11325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,1541,3,9003,449,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,1,0,NaN,20000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,1502,4,9003,436,1,NaN,NaN,NaN,0,NaN,NaN,1,NaN,0,NaN
1,0,0,NaN,39200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,3708,116,9003,436,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,46900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,2357,1,9003,442,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
1,0,0,NaN,18000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,3678,12,9,452,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,85000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,4018,60,9003,440,1,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN
1,0,0,NaN,40300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9003,46,2,9003,442,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,6,36000,4,1,1,3,2,3,1,3,1,0,9003,4137,10,9003,506,1,850,1,NaN,NaN,NaN,NaN,0,NaN,0,468
1,1,0,6,42000,3,3,4,1,2,2,1,2,2,1,9003,4101,7,9003,516,1,850,2,NaN,NaN,NaN,NaN,0,NaN,NaN,452
1,1,0,1,37000,1,1,0,1,0,1,1,1,0,0,9003,157,67,9003,530,1,897,1,0,0,0,1,1,0,0,495
1,0,0,2,30000,1,0,0,1,1,1,1,1,0,0,9003,2277,9,9003,484,1,897,2,NaN,NaN,NaN,NaN,0,NaN,0,484
1,0,1,0,32300,0,1,0,1,0,1,1,1,0,0,9003,1718,98,9003,496,1,911,1,NaN,NaN,NaN,NaN,0,NaN,NaN,501
1,0,0,0,37700,0,0,0,0,0,1,1,1,0,0,9003,74,5,15,484,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,495
1,1,0,7,9000,0,0,0,0,0,1,1,1,0,0,9003,200,38,15,469,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,478
1,0,1,0,32300,0,0,0,0,0,1,1,1,0,0,9003,1947,6,10,489,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,480
1,0,0,3,13000,2,2,2,2,2,1,1,1,1,0,9003,3156,142,9003,481,1,859,2,NaN,NaN,NaN,NaN,0,NaN,NaN,488
1,1,0,3,19791,0,0,0,0,0,1,1,1,0,0,9003,2031,7,15,500,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,523
1,0,1,1,44600,0,0,0,0,0,1,1,1,0,0,9003,1217,2,9003,495,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,507
1,0,0,1,32720,0,0,0,0,0,1,1,1,0,0,9003,759,2,9003,501,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,499
1,1,0,0,10800,0,0,0,1,1,2,1,2,0,0,9003,3885,6,5,486,1,911,1,NaN,NaN,NaN,NaN,0,NaN,NaN,483
1,1,0,0,40800,0,1,0,1,0,1,1,1,0,0,9003,3173,2,5,502,1,826,1,NaN,NaN,NaN,NaN,0,NaN,0,464
1,1,0,1,10100,0,0,0,0,0,1,1,1,0,0,9003,4625,108,15,511,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,522
1,0,0,2,43200,2,1,1,1,2,1,1,1,1,1,9003,2975,8,9003,482,1,748,1,NaN,NaN,NaN,NaN,0,NaN,0,482
1,0,1,2,26400,0,0,0,0,0,1,1,1,0,0,9003,1139,6,2,497,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,493
1,0,0,0,63631.36,0,1,0,1,0,1,1,1,1,0,9003,270,9,9003,491,1,951,1,NaN,NaN,NaN,NaN,1,NaN,0,484
1,1,0,2,86000,1,3,1,4,1,1,1,1,0,0,9003,760,41,9003,486,1,897,2,NaN,NaN,NaN,NaN,0,NaN,NaN,483
1,1,0,4,39000,4,7,6,1,7,3,1,4,7,5,9003,822,5,9003,446,1,698,2,NaN,NaN,NaN,NaN,0,NaN,0,473
1,0,0,1,22800,0,0,0,0,0,1,1,1,0,0,9003,2768,4,9003,495,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,496
1,0,1,0,65000,0,0,0,0,0,1,1,1,0,0,9003,1351,1,9003,487,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,501
1,0,0,2,51200,0,0,0,0,0,1,1,1,0,0,9003,3182,5,15,497,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,491
1,0,0,1,15000,0,0,0,0,0,1,1,1,0,0,9003,921,3,15,495,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,481
1,0,0,2,32700,0,0,0,0,0,1,1,1,0,0,9003,943,240,15,497,1,NaN,1,2,2,0,0,0,1,0,523
1,0,0,0,50700,0,0,0,0,0,1,1,1,0,0,9003,4693,4,9003,496,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,508
1,0,0,1,33500,0,0,0,0,0,1,1,1,0,0,9003,2451,285,9,507,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,508
1,0,0,0,33000,0,0,0,0,0,1,1,1,0,0,9003,626,256,9003,490,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,497
1,1,0,1,16000,1,1,0,1,1,1,1,1,1,0,9003,37,9,3,489,1,951,1,NaN,NaN,NaN,NaN,0,NaN,0,493
1,1,1,0,31200,0,0,0,0,0,1,1,1,0,0,9003,1458,572,15,489,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,507
1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,NaN,5200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9002,3122,3122,119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,NaN,31000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9002,3142,9,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,1,NaN,47251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,1394,1,30,556,5,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,18000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,772,1,94,560,6,NaN,NaN,0,0,NaN,NaN,1,NaN,NaN,NaN
1,0,0,2,54000,1,1,1,1,1,2,1,1,2,0,3,3638,8,26,545,6,937,1,NaN,NaN,NaN,NaN,0,NaN,0,469
1,1,0,5,16100,2,3,1,2,1,4,1,3,1,0,30,3984,241,20,509,2,876,1,NaN,NaN,NaN,NaN,0,NaN,NaN,447
1,0,0,5,65000,1,1,1,1,1,2,1,2,2,3,11,2797,14,46,559,5,764,2,NaN,NaN,NaN,NaN,0,NaN,NaN,578
1,1,0,4,80000,2,1,4,1,1,1,1,1,5,1,0,3842,2,18,564,7,703,2,NaN,NaN,NaN,NaN,0,NaN,NaN,558
1,0,0,1,36000,0,0,0,0,0,1,1,1,0,0,0,4492,17,39,554,7,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,544
1,0,0,2,64700,2,1,1,1,1,1,1,1,1,0,18,3657,33,59,629,8,803,1,NaN,NaN,NaN,NaN,0,NaN,NaN,567
1,1,0,1,45000,1,0,1,1,1,2,1,1,0,0,1,2613,1,17,548,8,937,1,NaN,NaN,NaN,NaN,0,NaN,0,557
1,1,0,12,55000,3,3,2,4,2,4,1,2,1,1,13,528,12,41,542,2,677,1,NaN,NaN,NaN,NaN,0,NaN,NaN,585
1,0,0,1,35000,0,0,0,0,0,1,1,1,0,0,24,3752,13,20,533,6,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,536
1,0,0,1,59800,0,0,0,0,0,1,1,1,0,0,17,3716,35,85,549,2,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,589
1,1,1,0,78000,0,0,0,1,0,1,1,1,0,0,10,1437,22,144,552,8,876,1,NaN,NaN,NaN,NaN,0,NaN,0,601
1,0,0,0,15000,0,1,0,1,0,1,1,1,0,0,4,3916,63,29,556,6,951,1,NaN,NaN,NaN,NaN,0,NaN,0,556
1,0,0,1,30000,0,0,0,0,0,1,1,1,0,0,7,4100,40,353,562,5,NaN,4,NaN,NaN,NaN,NaN,0,NaN,NaN,658
1,1,0,4,15252,1,1,1,1,1,1,1,1,0,0,0,461,2,74,504,2,951,1,NaN,NaN,NaN,NaN,0,NaN,NaN,559
1,0,1,3,36000,1,1,1,1,1,2,1,2,1,0,2,1720,1,27,534,8,911,2,NaN,NaN,NaN,NaN,0,NaN,NaN,497
1,0,1,5,108000,4,1,2,3,2,2,1,2,0,0,1,1629,10,21,507,5,715,1,NaN,NaN,NaN,NaN,0,NaN,NaN,501
1,0,0,2,46000,0,0,0,0,0,1,1,1,0,0,24,3320,1,53,560,8,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,544
1,1,0,1,2400,0,0,0,0,0,1,1,1,0,0,10,2105,44,76,555,8,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,540
1,1,0,4,51600,2,2,1,1,1,3,1,2,0,0,10,3291,5,71,545,8,890,2,NaN,NaN,NaN,NaN,0,NaN,0,534
1,0,0,7,50000,3,1,0,1,0,2,1,1,0,0,40,2986,1,80,540,5,867,2,NaN,NaN,NaN,NaN,0,NaN,0,596
1,0,0,1,43800,1,1,0,1,0,1,1,1,0,0,4,3585,23,158,530,2,911,1,NaN,NaN,NaN,NaN,0,NaN,0,571
1,0,0,6,35000,2,1,1,1,2,1,1,1,1,0,0,2316,3,81,509,8,859,1,NaN,NaN,NaN,NaN,0,NaN,NaN,593
1,0,0,NaN,24500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,4561,15,34,528,8,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,0,NaN,66700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26,3678,1423,145,527,8,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
1,0,0,NaN,80000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,3555,1,37,526,8,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,0,1,2,37000,0,0,0,0,0,1,1,1,0,0,1,1300,29,101,561,8,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,611
1,0,0,8,30000,1,1,1,2,1,3,1,2,1,0,1,3213,3,40,520,8,911,1,NaN,NaN,NaN,NaN,0,NaN,0,521
1,1,0,12,50000,4,1,5,2,1,2,1,2,8,2,30,3023,14,89,468,8,670,3,NaN,NaN,NaN,NaN,0,NaN,0,556
1,0,0,3,48000,0,0,0,0,0,1,1,1,0,0,25,2691,5,39,538,8,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,557
1,0,0,2,45000,0,0,0,0,0,1,1,1,0,0,30,3994,46,154,537,8,NaN,2,NaN,NaN,NaN,NaN,0,NaN,NaN,593
1,0,0,2,14400,2,1,1,1,1,2,1,3,1,0,9002,4522,1,14,581,8,703,1,NaN,NaN,NaN,NaN,0,NaN,NaN,529
1,1,0,0,30000,0,1,0,1,0,2,1,2,0,0,17,2128,4,14,565,8,911,1,NaN,NaN,NaN,NaN,0,NaN,NaN,541
1,1,0,2,45999.96,0,0,0,0,0,1,1,1,0,0,15,3601,1,38,522,8,NaN,2,NaN,NaN,NaN,NaN,0,NaN,NaN,617
1,0,0,1,50000,1,1,0,1,1,1,1,1,0,1,12,4451,8,20,558,8,861,1,NaN,NaN,NaN,NaN,0,NaN,NaN,521
1,0,0,2,36000,1,1,0,1,1,1,1,1,0,0,12,2178,6,30,531,6,776,2,NaN,NaN,NaN,NaN,0,NaN,NaN,517
1,0,0,1,51500,0,0,0,0,0,1,1,1,0,0,9002,2967,112,55,515,8,NaN,1,NaN,0,NaN,NaN,1,NaN,NaN,520
1,1,0,13,48100,4,3,2,3,4,2,1,2,5,0,9002,3254,26,12,493,8,686,9,NaN,NaN,NaN,NaN,0,NaN,NaN,522
1,0,0,6,20000,0,0,0,0,0,1,1,1,0,0,9002,4156,41,41,484,8,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,552
1,0,0,0,37800,0,0,0,0,0,1,1,1,0,0,9002,1008,3,40,504,8,NaN,1,NaN,0,NaN,NaN,1,NaN,0,541
